CAMPUS,APPOINTMENT_TITLE,APPOINTING_DEPT,APPT_ANNUAL_FTR,APPT_FTR_BASIS,APPT_FRACTION,AMT_OF_SALARY_PAID_FROM_GENL_FUND
Ann Arbor,CUSTODIAN II,Student Life Facilities North,40040,12-Month,1,0
Ann Arbor,ADJUNCT RES INVESTIGATOR,MM Int Med-Nephrology,75541.23,12-Month,1,0
Ann Arbor,PROFESSOR,Biostatistics Department,224400,9-Month,0.25,16830
Ann Arbor,MEDICAL ASSISTANT ASSOCIATE,MM Urology Liv Clin- Tech,43848.5,12-Month,1,0
Ann Arbor,OPHTHALMIC TECHNICIAN SENIOR,MM KEC Neuro/Plastics,73602.17,12-Month,1,0
Ann Arbor,ASSOC PROFESSOR,LSA Classical Studies,101796,9-Month,0.5,50898
Ann Arbor,PROFESSOR,MM Psychiatry Department,245000,12-Month,0.9,75624.89
Ann Arbor,RESEARCH AREA SPECIALIST SR,School of Social Work,115919.18,12-Month,1,115919.18
Ann Arbor,CUSTODIAN II,Building Services,41371.2,12-Month,1,41371.2
Ann Arbor,ELECTRICIAN,Construction Services,100464,12-Month,1,0
Ann Arbor,STOCKKEEPER II,MM Mat'l Mgmt-Specialty Stckng,47257.6,12-Month,0.8,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW VVWH,123448,12-Month,0.9,0
Ann Arbor,GME PROGRAM ADMIN SENIOR,MM Family Medicine,79699.55,12-Month,1,0
Ann Arbor,COOK I,MI Dining - Administration,41371.2,12-Month,1,0
Ann Arbor,OR INSTRUMENT PROCESSOR I,MM CW Oper Room-Mott-Instr,47257.6,12-Month,1,0
Ann Arbor,COOK I,MI Dining - Administration,41371.2,12-Month,1,0
Ann Arbor,FOOD SERVICE MANAGER,Patient Food Service AH,72466.64,12-Month,1,0
Ann Arbor,RESEARCH LAB SPECIALIST SENIOR,MM Surgery Department,67500,12-Month,1,0
Ann Arbor,WORKFORCE PLANNING SPEC SR,"SL AVP -Fin, HR, Tech",83283.2,12-Month,1,83283.2
Ann Arbor,AMBULANCE COMM SPEC,MM Survival Flight,63648,12-Month,1,0
Ann Arbor,ASSOC PROFESSOR,MM Emergency Medicine UM Adult,225000,12-Month,0.2,0
Ann Arbor,PUBLIC RELATIONS REP SENIOR,Athletics,139121,12-Month,1,0
Ann Arbor,MARKETING MANAGER,Athletics,143052,12-Month,1,0
Ann Arbor,MENTAL HEALTH CASE MANAGER,C.A.R.E. Center,61065,12-Month,1,61065
Ann Arbor,ASSOC PROFESSOR,LSA Linguistics,104502,9-Month,0.5,52251
Ann Arbor,CLINICAL INSTRUCTOR,MM Emergency Medicine UM Adult,225000,12-Month,1,0
Ann Arbor,ASSOC PROFESSOR,LSA Linguistics,126960,9-Month,1,126960
Ann Arbor,CLINICAL ASST PROF,MM Cardiac Surgery,165000,12-Month,1,0
Ann Arbor,RESEARCH ASST PROFESSOR,MM PM&R,95000,12-Month,1,0
Ann Arbor,CLINICAL ASST PROF,MM Family Medicine,117648,12-Month,0.8,0
Ann Arbor,CLINICAL ASST PROF,MM Int Med-General Medicine,215270,12-Month,1,0
Ann Arbor,BRAND/PRODUCT ANALYST INTER,Alumni Association,49440,12-Month,1,0
Ann Arbor,CUSTOMER SERVICE SUPERVISOR,Univ Parking Svcs-Medical Camp,57910.38,12-Month,1,0
Ann Arbor,ANIMAL TECHNICIAN SENIOR,MM Pathology Department,50985.37,12-Month,1,0
Ann Arbor,ADMIN ASST SR HEALTHCARE,MM MI Diabetes Research Trning,53817.62,12-Month,1,18836.17
Ann Arbor,RESEARCH AREA SPECIALIST LEAD,eHAIL,87550,12-Month,1,87550
Ann Arbor,SOFTWARE DEVELOPER SENIOR,School of Information,119000,12-Month,1,0
Ann Arbor,SCIENTIFIC/BIOLGCL ILLUSTRATOR,LSA Paleontology Museum,83472,12-Month,1,83471.19
Ann Arbor,RESEARCH INVESTIGATOR,MM Orthopaedic Surgery,115293.05,12-Month,1,0
Ann Arbor,MEDICAL TECHNOLOGIST,MM Molecular Diagnostics,82070.46,12-Month,1,0
Ann Arbor,PHYSCL PLT/FAC MGMT ASSOC DIR,Student Life Facilities Centra,139086.67,12-Month,1,0
Ann Arbor,LABORATORY TECHNICIAN,MM Path O/P Phlebotomy,46279.01,12-Month,0.5,0
Ann Arbor,HOUSE OFFICER II,MM H.O. Radiology DR Core,72800,12-Month,1,0
Ann Arbor,BUSINESS SYSTEMS ANALYST SR,MM Access & Insights,85739,12-Month,1,0
Ann Arbor,HOUSE OFFICER I,MM H.O. Internal Medicine,70000,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM Mich Visiting Nurse Assoc,85966.4,12-Month,1,0
Ann Arbor,GROUNDSKEEPER I,Grounds Services,45115.2,12-Month,1,45115.2
Ann Arbor,CLIN CARE COORD COMPETENT-NE,MM Gen Surg Clinic - Tech,97676.8,12-Month,1,0
Ann Arbor,RESEARCH LAB SPECIALIST SENIOR,MM Pharmacology Department,66699.01,12-Month,1,0
Ann Arbor,NURSE AIDE II,MM UH CVC 5C,42785.6,12-Month,0.8,0
Ann Arbor,RESEARCH FELLOW,LSA Chemistry,55000,12-Month,1,0
Ann Arbor,CHEF ASST,MI Dining - Administration,50440,12-Month,1,0
Ann Arbor,STATISTICIAN EXPERT,Biostatistics Department,119328,12-Month,1,0
Ann Arbor,NURSE ANESTHETIST,MM CW Anesthesia CRNA - Mott,263078.38,12-Month,1,0
Ann Arbor,TRAINING SPECIALIST SENIOR,Shared Services Center,76960,12-Month,1,76960
Ann Arbor,ASSOC RES SCIENTIST,SRC-Hrs,178500,12-Month,1,0
Ann Arbor,CALL CENTER REP INTER,MM Contact Center-Cancer,42944.41,12-Month,1,0
Ann Arbor,MKTG COMMUNICATIONS SPECIALIST,Vice Prov Biosciences,72000,12-Month,1,0
Ann Arbor,SR ASSOC LIBR LEO-GLAM,Library Collect - Tech Service,89586.5,12-Month,1,89586.5
Ann Arbor,RESEARCH LAB SPECIALIST SENIOR,DENT Bio & Materials Science,62000,12-Month,1,0
Ann Arbor,PROJECT SENIOR MANAGER,MM TC Administration,97102,12-Month,1,0
Ann Arbor,BUSINESS ADMINISTRATOR SENIOR,LSA Linguistics,115973,12-Month,0.33,38560.85
Ann Arbor,BUSINESS ADMINISTRATOR SENIOR,LSA Linguistics: Weinberg ICS,115973,12-Month,0.33,38560.85
Ann Arbor,BUSINESS ADMINISTRATOR SENIOR,LSA UG: Residential College,115973,12-Month,0.33,38850.96
Ann Arbor,RESEARCH FELLOW,Chemical Engineering Dept,57433,12-Month,1,14358.25
Ann Arbor,EXECUTIVE SECRETARY,LSA Economics,78076.12,12-Month,1,78076.12
Ann Arbor,RESEARCH AREA SPECIALIST INTER,MM Pediatrics-Endocrinology,65720.21,12-Month,1,0
Ann Arbor,UNIT CUSTODIAN,MM CW Environmental Svs-EVE,40040,12-Month,0.8,0
Ann Arbor,ASSOC PROFESSOR,Architecture,107952,9-Month,0.5,53976
Ann Arbor,ASSOC PROFESSOR,LSA Digital Studies Institute,108500,9-Month,0.25,27125
Ann Arbor,DIRECTOR,LSA Digital Studies Institute,99926.12,9-Month,0.25,24981.53
Ann Arbor,MEDICAL ASSISTANT ASSOCIATE,MM Bmg Primary Care,42902.06,12-Month,1,0
Ann Arbor,EXECUTIVE SECRETARY,School of Nursing,70000.06,12-Month,1,70000
Ann Arbor,VISITING RES INVEST I,LSA Judaic Studies,75000,12-Month,0.2,0
Ann Arbor,CLINICAL ASST PROF,MM Int Med-Hospital Medicine,225000,12-Month,1,0
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM Brighton Health Center,42632.2,12-Month,1,0
Ann Arbor,CLINICAL ASSOC PROF,MM Rad Oncology-Providence,250000,12-Month,1,0
Ann Arbor,CLINICAL INSTRUCTOR,MM Pediatrics-Primary Care,162299.88,12-Month,0.66,1622.84
Ann Arbor,RESEARCH AREA SPECIALIST ASSOC,MM Heinz C. Prechter Bipolar R,53010.24,12-Month,1,0
Ann Arbor,PHARMACY TECHNICIAN INTER,MM CVC Pharmacy Services,44138.64,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 10E,123448,12-Month,0.75,0
Ann Arbor,SYSTEMS ARCHITECT SENIOR,MM HITS EI Unix Hosting Svcs,117356.14,12-Month,1,0
Ann Arbor,BRAND/PRODUCT ANALYST INTER,MM Dept of Communication,75271.35,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 6B1,80849.6,12-Month,0.6,0
Ann Arbor,PATIENT CARE TECH ASSOCIATE,MM UH CVC 6C,36515.96,12-Month,1,0
Ann Arbor,ERP BUSINESS ANALYST INTER,ITS EAS Research,76484,12-Month,1,76484
Ann Arbor,LEO LECTURER III,Architecture,65000,9-Month,1,65000
Ann Arbor,CLINICAL ASSOC PROF,MM Pediatrics-Hematology Oncol,220000.14,12-Month,1,2200
Ann Arbor,TELEMETRY MONITOR TECHNICIAN,MM UH CVC Central Monitor,36000.12,12-Month,0.6,0
Ann Arbor,CLINICAL INSTRUCTOR,MM Int Med-Genetic Medicine,89445,12-Month,1,0
Ann Arbor,LEO LECTURER I,School of Nursing,54105.58,8-Month,0.45,23760.8
Ann Arbor,RESEARCH TECH INTERMEDIATE,LSA Psychology,39100,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL A,MM CW 8ECP,79580.8,12-Month,0.8,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC Trauma Burn,95305.6,12-Month,0.9,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM Oper Rooms - Univ Hospital,125902.4,12-Month,0.95,0
Ann Arbor,RESEARCH FELLOW,MM Int Med-Hematology/Oncology,60000,12-Month,1,0
Ann Arbor,RESEARCH FELLOW,Biostatistics Department,60000,12-Month,1,30000
Ann Arbor,PROJECT SENIOR MANAGER,MM UH/CVC New Patient Tower,105000,12-Month,1,0
Ann Arbor,CLINICAL ASST PROF,MM Int Med-Pulm./Critical Care,225000,12-Month,0.62,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM PM&R Spine Fluoroscopy,85966.4,12-Month,0.5,0
Ann Arbor,COOK I,MI Dining - Administration,41371.2,12-Month,1,0
Ann Arbor,ADMIN MANAGER INTER HEALTHCARE,MM South Main Ortho/Surg Tech,84347.64,12-Month,1,0
Ann Arbor,TRAINING SPECIALIST INTER,MM Clinical Lab Admin,61810.62,12-Month,1,0
Ann Arbor,APP SYS ANALYST/PROGRAMMER SR,ITS EAS Research,93466,12-Month,1,93466
Ann Arbor,APP PROGRAMMER/ANALYST SR,SRO Technical Services,101886.72,12-Month,1,0
Ann Arbor,PROFESSOR,LSA Psychology,124105,9-Month,1,124105
Ann Arbor,PROFESSOR,School of Information,193091.6,9-Month,0.5,96545.8
Ann Arbor,PROFESSOR,EECS - CSE Division,192243,9-Month,0.5,96121.5
Ann Arbor,STUDENT AFFAIRS ASSOCIATE DIR,Central Administration,93600,12-Month,1,0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM - Northville RAD,51500,12-Month,1,0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM Cardiac Cath Lab Tech,47805.39,12-Month,1,0
Ann Arbor,DINING HALL INTERMEDIATE MGR,MI Dining - Administration,69118,12-Month,1,0
Ann Arbor,NP GENERAL MEDICINE,MM Bmg Primary Care,136117,12-Month,1,0
Ann Arbor,PA MEDICAL SPECIALTY,MM BMT Inpt NP/PA Cancer Ctr,128891,12-Month,1,0
Ann Arbor,ADMIN MANAGER INTER HEALTHCARE,MM Mich Medical Gntcs Lbs,105575,12-Month,1,0
Ann Arbor,PATIENT CARE TECH ASSOCIATE,MM UH CVC 8B2,39313.04,12-Month,0.9,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 12E,79726.4,12-Month,0.8,0
Ann Arbor,HR ASSISTANT SENIOR,LSA Dean: Human Resources,59999.94,12-Month,1,60000
Ann Arbor,RESEARCH AREA SPECIALIST INTER,"SRO Design, Meth, Stat Support",72450,12-Month,1,0
Ann Arbor,CUSTODIAN I,Building Services,38750.4,12-Month,1,38750.4
Ann Arbor,LIBRARY MAT RM DELIVERY DRIVER,Library Operations-Facilities,50440,12-Month,1,50440
Ann Arbor,RESEARCH FELLOW,MM Microbiology and Immunology,57300,12-Month,1,0
Ann Arbor,COMMUNICATIONS SPECIALIST,MM Eisenberg Family Depression,59997.5,12-Month,1,0
Ann Arbor,RESEARCH TECHNICIAN SENIOR,MM Psych HlthSvc Outcome Rsrch,39140.04,12-Month,1,0
Ann Arbor,CUSTODIAN II,Student Life Facilities Centra,41371.2,12-Month,1,0
Ann Arbor,CUSTODIAN II,Student Life Facilities North,41371.2,12-Month,1,0
Ann Arbor,FOOD SVC WORKER I,MI Dining - Administration,38750.4,12-Month,1,0
Ann Arbor,CUSTODIAN II,Student Life Facilities North,41371.2,12-Month,0.4,0
Ann Arbor,KITCHEN CLEANER,MI Dining - Administration,41371.2,12-Month,1,0
Ann Arbor,OR INSTRUMENT PROCESSOR I,MM Oper Rooms - UH - Inst,47257.6,12-Month,1,0
Ann Arbor,CUSTODIAN II,Building Services,41371.2,12-Month,1,0
Ann Arbor,FOOD SVC WORKER II,Patient Food Service CW,40040,12-Month,1,0
Ann Arbor,ASSOC ARCHIVIST LEO-GLAM,Bentley Historical Library,74776.1,12-Month,1,74776.1
Ann Arbor,REGISTERED NURSE - LEVEL D,MM Nsg Clin Support Vast,127691.2,12-Month,0.9,0
Ann Arbor,CUSTODIAN II,Student Life Facilities Centra,41371.2,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC CSR Adult,123448,12-Month,1,0
Ann Arbor,EXEC SECRETARY TO TOP EXEC,UMS Administration,79866,12-Month,1,0
Ann Arbor,NURSING SUPERVISOR,MM HomeMed Pharmacy Infusion,141424.15,12-Month,1,0
Ann Arbor,FOOD SVC WORKER I,MI Dining - Administration,37419.2,12-Month,1,0
Ann Arbor,UNIT CUSTODIAN,MM Environmental Svcs-EVE,38750.4,12-Month,1,0
Ann Arbor,STOCKKEEPER I,MM Mat'l Mgmt - Warehouse Ops,42785.6,12-Month,0.8,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC CVC5,105684.8,12-Month,0.8,0
Ann Arbor,ADMINISTRATIVE ASSISTANT SR,Hlth Behavior & Hlth Ed Dept,53860,12-Month,1,53860
Ann Arbor,PHYSICAL THERAPIST,MM BCSC CMC Therapy,104012.01,12-Month,1,0
Ann Arbor,CLINICAL PHARMACIST SPECIALIST,MM Research Pharmacy,163511.26,12-Month,1,0
Ann Arbor,MEDICAL ASSISTANT ASSOCIATE,MM WAA-PP Internal Medicine,48546.25,12-Month,1,0
Ann Arbor,SOLUTION ARCHITECT INTER,MM HITS BusIT Adm Applications,117970.87,12-Month,1,0
Ann Arbor,BUILDING MANAGER,Building Services,100942.4,12-Month,1,100942.4
Ann Arbor,PHARMACY TECHNICIAN ASSOC,MM CGC Infusion Pharmacy,46168.6,12-Month,1,0
Ann Arbor,ADMIN ASST SR HEALTHCARE,MM Nursing Amb Care Admin,62320,12-Month,1,0
Ann Arbor,SOCIAL WORKER MSW,MM Soc Wrk - Adm & Guest Suprt,71113.23,12-Month,1,0
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM CVC Clinic,47178.86,12-Month,1,0
Ann Arbor,HELP DESK SPT SVC SPEC INTER,ITS ARC Advanced Research Comp,57334,12-Month,1,17200.2
Ann Arbor,PA SURGICAL SPECIALTY,MM Gen Surg Clinic - Tech,125604,12-Month,1,0
Ann Arbor,RESEARCH SENIOR SUPERVISOR,MM BRCF Flow Cytometry Core,150270.18,12-Month,1,75135.09
Ann Arbor,UNIT CUSTODIAN,MM CW Environmental Svs-Days,40040,12-Month,0.8,0
Ann Arbor,DESKTOP SUPPORT MANAGER,ITS SS MiWorkspace,119220,12-Month,1,0
Ann Arbor,BRAND/PRODUCT ANALYST INTER,MM HITS BusIT Cust Experience,63504.65,12-Month,1,0
Ann Arbor,FINANCIAL OR BUS ANALYST SR,MM Pharmacy Administration,74340,12-Month,1,0
Ann Arbor,INPATIENT UNIT CLERK,MM Nsg Clin Support Clerical,38642.23,12-Month,0.8,0
Ann Arbor,PROFESSOR,LSA Physics,171099,9-Month,1,171099
Ann Arbor,BIOMED ENG TECH 3 CLIN ENGR,MM Clinical Engineering Svcs,87859.2,12-Month,1,0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM KEC Call Center,47584.31,12-Month,1,0
Ann Arbor,PATIENT SERVICES ASSOCIATE,DENT Dental Business Office,45522.36,12-Month,1,45522.41
Ann Arbor,ADMINISTRATIVE ASSISTANT INTER,MI Dining - Administration,45427.08,12-Month,1,0
Ann Arbor,HR ADMINISTRATION INTER SUPR,Shared Services Center - HR,69036.81,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM BCSC PACU/Short Stay,125902.4,12-Month,0.9,0
Ann Arbor,LEO LECTURER II,Law School,158400.72,8-Month,1,151800.72
Ann Arbor,CALL CENTER REP INTER,MM Contact Center-MPU,40050.56,12-Month,1,0
Ann Arbor,SURGICAL TECHNOLOGIST SENIOR,MM Oper Rooms - Univ Hospital,62033.19,12-Month,0.9,0
Ann Arbor,CUSTOMER HELP DESK TECH SENIOR,ITS SS Service Center,57580,12-Month,1,43185
Ann Arbor,REGISTERED NURSE - LEVEL E,MM UH CVC 7D,132142.4,12-Month,0.9,0
Ann Arbor,SURGICAL TECH SPECIALIST,MM Oper Rooms - Univ Hospital,68265.43,12-Month,0.9,0
Ann Arbor,HOUSE OFFICER III,MM H.O. Neurology Child,75712,12-Month,1,0
Ann Arbor,COUNSELING PSYCHOLOGIST,Counseling Services,82258.8,12-Month,1,82258.8
Ann Arbor,INSTRUMENT/STER PROCESSOR,DENT Patient Services,45115.2,12-Month,1,22557.6
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM CW Peds Specialties - Core,50129.48,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL D,MM CW 7E,101004.8,12-Month,1,0
Ann Arbor,CUSTODIAN I,MM Environmental Svcs - DAYS,38750.4,12-Month,1,0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 8W,81244.8,12-Month,0.9,0
Ann Arbor,ADMIN COORD/PROJECT COORD,Athletics,50000.08,12-Month,1,0
Ann Arbor,MAINTENANCE MECHANIC III,North Campus Region,61110.4,12-Month,1,61110.4
Ann Arbor,COMMUNICATIONS MANAGER,LSA Dean: Advancement,89860,12-Month,1,89860
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW Post Anes Care Unit-Mott,105684.8,12-Month,0.5,0
Ann Arbor,ASST PROFESSOR,MM Int Med-Gastroenterology,225000,12-Month,0.12,2250
Ann Arbor,CLINICAL INSTRUCTOR,MM Int Med-Hospital Medicine,225000,12-Month,1,0
Ann Arbor,FINANCIAL OR BUS ANALYST SR,MM Path MLabs Division,79932.99,12-Month,1,0
Ann Arbor,PROFESSOR,Law School,305621,9-Month,1,0
Ann Arbor,FINANCIAL SPECIALIST SENIOR,MM Pediatrics-Administration,84493.48,12-Month,1,0
Ann Arbor,BIOINFO-COMPUT BIOLOGIST INTER,LSA Ecology & Evolutionary Bio,76220,12-Month,1,32774.6
Ann Arbor,ASSOC PROFESSOR,Architecture,114180,9-Month,1,114180
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 10W,82846.4,12-Month,0.9,0
