CAMPUS,APPOINTMENT_TITLE,APPOINTING_DEPT,APPT_ANNUAL_FTR,APPT_FTR_BASIS,APPT_FRACTION,AMT_OF_SALARY_PAID_FROM_GENL_FUND
Ann Arbor,ACADEMIC ADVISOR/COUNS INTER,LSA UG: Student Acad. Affairs,52478.5,12-Month,1.0,52478.0
Ann Arbor,ASST PROFESSOR,LSA Linguistics,87649.0,9-Month,1.0,87649.0
Ann Arbor,HOUSE OFFICER IV,MM H.O. Internal Med Pulmona,71869.0,12-Month,1.0,0.0
Ann Arbor,SOCIAL WORK MANAGER,MM Soc Wrk - Adm & Guest Suprt,105548.9,12-Month,1.0,0.0
Ann Arbor,ASSOC PROFESSOR,LSA Linguistics,118810.0,9-Month,1.0,118810.0
Ann Arbor,CLINICAL INSTRUCTOR,MM Cardiac Surgery,165000.0,12-Month,1.0,0.0
Ann Arbor,CLINICAL ASST PROF,MM Int Med-General Medicine,200000.0,12-Month,1.0,0.0
Ann Arbor,CUSTOMER SERVICE SUPERVISOR,Univ Parking Svcs-Medical Camp,52531.19,12-Month,1.0,0.0
Ann Arbor,PATIENT TRANSPORTER,MM Logistics Patient Transport,37752.0,12-Month,1.0,0.0
Ann Arbor,ANIMAL TECHNICIAN SENIOR,MM Lab Animal Medicine Unit,43860.12,12-Month,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL A,MM UH CVC 6A,69846.4,12-Month,0.9,0.0
Ann Arbor,ADMIN ASST SR HEALTHCARE,MM CW Anesthesia CRNA - Mott,43147.94,12-Month,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM Emergency Department,80849.6,12-Month,0.9,0.0
Ann Arbor,SCIENTIFIC/BIOLGCL ILLUSTRATOR,LSA Paleontology Museum,78420.08,12-Month,1.0,78420.0
Ann Arbor,RESEARCH INVESTIGATOR,MM Orthopaedic Surgery,108675.0,12-Month,1.0,0.0
Ann Arbor,MEDICAL TECHNOLOGIST,MM Molecular Diagnostics,72841.87,12-Month,1.0,0.0
Ann Arbor,PHYSCL PLT/FAC MGMT ASSOC DIR,Student Life Facilities Centra,128593.44,12-Month,1.0,0.0
Ann Arbor,PHLEBOTOMIST SPECIALIST,MM Path I/P Phlebotomy,42994.22,12-Month,0.5,0.0
Ann Arbor,BUSINESS SYSTEMS ANALYST SR,MM Access & Insights,75190.0,12-Month,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM Mich Visiting Nurse Assoc,71302.4,12-Month,1.0,0.0
Ann Arbor,CLINICAL ASST PROF,MM Int Med-Gastroenterology,225000.0,12-Month,0.75,0.0
Ann Arbor,CLIN CARE COORD COMPETENT-NE,MM Gen Surg Clinic - Tech,80163.2,12-Month,1.0,0.0
Ann Arbor,RESEARCH LAB SPECIALIST SENIOR,MM Pharmacology Department,61668.41,12-Month,1.0,0.0
Ann Arbor,PATIENT EQUIP ATTENDANT,MM Logistics Patient Equipment,42536.0,12-Month,0.4,0.0
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM Oral Surg Med Inn Clinic,41784.03,12-Month,1.0,0.0
Ann Arbor,CHEF ASST,MI Dining - Administration,47528.0,12-Month,1.0,0.0
Ann Arbor,STATISTICIAN LEAD,Biostatistics Department,103275.0,12-Month,1.0,0.0
Ann Arbor,NURSE ANESTHETIST,MM CW Anesthesia CRNA - Mott,230871.77,12-Month,1.0,0.0
Ann Arbor,ASST RES SCIENTIST,SRC-Hrs,143000.0,12-Month,1.0,0.0
Ann Arbor,CALL CENTER REP INTER,MM Call Center-Cancer,39308.65,12-Month,1.0,0.0
Ann Arbor,RESPIRATORY THERAPIST INTER,MM Resp/Cardiov Svcs,70002.92,12-Month,1.0,0.0
Ann Arbor,SR ASSOC LIBRARIAN,Library Collect - Tech Service,81403.63,12-Month,1.0,81403.63
Ann Arbor,RESEARCH LAB SPECIALIST INTER,DENT Bio & Materials Science,51000.0,12-Month,1.0,0.0
Ann Arbor,BUSINESS ADMINISTRATOR SENIOR,LSA UG: Residential College,108000.0,12-Month,1.0,108000.0
Ann Arbor,RESEARCH FELLOW,LSA Ctr for Social Solutions,60000.0,12-Month,1.0,0.0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM CVM Disease Management,41296.77,12-Month,1.0,0.0
Ann Arbor,RESEARCH FELLOW,Chemical Engineering Dept,52704.0,12-Month,1.0,0.0
Ann Arbor,EXECUTIVE SECRETARY,LSA Economics,72614.78,12-Month,1.0,72614.78
Ann Arbor,RESEARCH AREA SPECIALIST INTER,MM Pediatrics-Endocrinology,61058.4,12-Month,1.0,0.0
Ann Arbor,ASSOC PROFESSOR,Architecture,96006.0,9-Month,1.0,96006.0
Ann Arbor,PATIENT CARE TECH ASSOCIATE,MM UH CVC 4C,35650.37,12-Month,0.8,0.0
Ann Arbor,CLINICAL INFO ANALYST INTER,MM GSA - Administrtn (GSA/ADM),62249.08,12-Month,1.0,3734.94
Ann Arbor,EXECUTIVE SECRETARY,School of Nursing,56650.0,12-Month,1.0,56650.0
Ann Arbor,CLINICAL ASSOC PROF,MM Rad Oncology-Providence,301942.0,12-Month,1.0,0.0
Ann Arbor,CLINICAL INSTRUCTOR,MM Pediatrics Primary Care,151501.0,12-Month,0.66,0.0
Ann Arbor,RESEARCH AREA SPECIALIST ASSOC,MM Psychiatry Admin-Central,44774.1,12-Month,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 10E,108326.4,12-Month,0.75,0.0
Ann Arbor,APP PROGRAMMER/ANALYST SR,MM HITS EI Unix Hosting Svcs,104335.62,12-Month,1.0,0.0
Ann Arbor,CUSTODIAL SERVICES MANAGER,MM Environmental Svcs - Admin,75760.0,12-Month,1.0,0.0
Ann Arbor,LEO LECTURER III,Architecture,57471.76,9-Month,1.0,57471.76
Ann Arbor,CALL CENTER REP INTER,MM Call Ctr-Primary-Family Med,38797.98,12-Month,1.0,0.0
Ann Arbor,CLINICAL ASST PROF,MM Peds-Hematology/Oncology,125691.0,12-Month,1.0,1256.91
Ann Arbor,PHLEBOTOMIST,MM Path I/P Phlebotomy,32136.0,12-Month,0.5,0.0
Ann Arbor,RECRUITING COORDINATOR UNIT,LSA UG: Student Recruitment,46216.1,12-Month,1.0,46216.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC Trauma Burn,78083.2,12-Month,0.9,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM KEC OR/PACU,108326.4,12-Month,1.0,0.0
Ann Arbor,RESEARCH FELLOW,MM Int Med-Hematology/Oncology,54000.0,12-Month,1.0,0.0
Ann Arbor,RESEARCH FELLOW,Biostatistics Department,56513.0,12-Month,1.0,56513.0
Ann Arbor,PATIENT CARE TECH ASSOCIATE,MM UH CVC 4A,34424.0,12-Month,0.9,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 8B2,69971.2,12-Month,0.9,0.0
Ann Arbor,CLINICAL ASST PROF,MM Int Med-Pulm./Critical Care,225000.0,12-Month,1.0,0.0
Ann Arbor,RESEARCH FELLOW,Biomedical Engineering,60000.0,12-Month,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 8D,71302.4,12-Month,0.6,0.0
Ann Arbor,COOK I,MI Dining - Administration,39000.0,12-Month,1.0,0.0
Ann Arbor,MEDICAL CODER NON-CERTIFIED,MM Clinical Lab Admin,54296.15,12-Month,1.0,0.0
Ann Arbor,APP SYS ANALYST/PROGRAMMER SR,ITS App Svcs - Research,82503.0,12-Month,1.0,82503.0
Ann Arbor,APP PROGRAMMER/ANALYST INTER,SRO Technical Services,88871.26,12-Month,1.0,0.0
Ann Arbor,ASSOC PROFESSOR,LSA Psychology,107059.0,9-Month,1.0,107059.0
Ann Arbor,PROFESSOR,School of Information,178524.0,9-Month,0.5,89262.0
Ann Arbor,PROFESSOR,EECS - CSE Division,177739.0,9-Month,0.5,83537.33
Ann Arbor,STUDENT AFFAIRS ASSOCIATE DIR,Central Administration,83131.02,12-Month,1.0,0.0
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM - Northville RAD,45712.12,12-Month,1.0,0.0
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM - TC - Transplant Clinic,40394.42,12-Month,1.0,0.0
Ann Arbor,ADMIN MANAGER INTER HEALTHCARE,MM Radiology UH,119710.98,12-Month,1.0,0.0
Ann Arbor,RESEARCH LAB SPECIALIST SENIOR,PHARMACY Pharmaceutical Sci,72051.0,12-Month,0.8,0.0
Ann Arbor,COOK I,MI Dining - Administration,37752.0,12-Month,1.0,0.0
Ann Arbor,PA GENERAL MEDICINE,MM Int Med Fac Hospitalists,118971.79,12-Month,1.0,0.0
Ann Arbor,DEVELOPMENT EXECUTIVE,Ldrshp/Intl Gbg & Pres Dev Act,306000.0,12-Month,1.0,0.0
Ann Arbor,ADMIN MANAGER ASSOC HEALTHCARE,MM CW Mich Medical Gntcs Lbs,92649.65,12-Month,1.0,0.0
Ann Arbor,PATIENT CARE TECH ASSOCIATE,MM CW 12E,33923.76,12-Month,0.8,0.0
Ann Arbor,HR ASSISTANT SENIOR,LSA Dean: Human Resources,54636.29,12-Month,1.0,54635.94
Ann Arbor,RESEARCH AREA SPECIALIST INTER,"SRO Design, Meth, Stat Support",65000.0,12-Month,1.0,0.0
Ann Arbor,CUSTODIAN I,Building Services,36524.8,12-Month,1.0,36524.8
Ann Arbor,RESEARCH FELLOW,LSA Complex Systems,49440.0,12-Month,1.0,0.0
Ann Arbor,LIBRARY MAT RM DELIVERY DRIVER,Library Operations-Facilities,47528.0,12-Month,1.0,47528.0
Ann Arbor,RESEARCH FELLOW,LSA Earth & Environmental Sci.,53560.0,12-Month,1.0,0.0
Ann Arbor,RESEARCH FELLOW,Industrial & Operations Engin,60000.0,12-Month,1.0,60000.0
Ann Arbor,CUSTODIAN II,Student Life Facilities Centra,39000.0,12-Month,1.0,0.0
Ann Arbor,CUSTODIAN II,Student Life Facilities North,39000.0,12-Month,1.0,0.0
Ann Arbor,FOOD SVC WORKER I,MI Dining - Administration,36524.8,12-Month,1.0,0.0
Ann Arbor,KITCHEN CLEANER,MI Dining - Administration,39000.0,12-Month,1.0,0.0
Ann Arbor,CLINIC LEAD,MM BCSC Check In/Out,54080.25,12-Month,1.0,0.0
Ann Arbor,SR BILL CLK/PAT ACCT REP HLTH,MM Rev Cycle (PTO),43855.36,12-Month,1.0,0.0
Ann Arbor,OR INSTRUMENT PROCESSOR I,MM Oper Rooms - UH - Inst,44553.6,12-Month,1.0,0.0
Ann Arbor,CUSTODIAN II,Building Services,39000.0,12-Month,1.0,0.0
Ann Arbor,FOOD SVC WORKER II,MM CW Food Procure/Production,37752.0,12-Month,1.0,0.0
Ann Arbor,ASSOC ARCHIVIST,Bentley Historical Library,68000.0,12-Month,1.0,68000.0
Ann Arbor,CUSTODIAN I,Building Services,36524.8,12-Month,1.0,36524.8
Ann Arbor,REGISTERED NURSE - LEVEL D,MM Nsg Clin Support Vast,112049.6,12-Month,0.9,0.0
Ann Arbor,CUSTODIAN II,Student Life Facilities Centra,39000.0,12-Month,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC CSR Adult,108326.4,12-Month,0.8,0.0
Ann Arbor,EXEC SECRETARY TO TOP EXEC,UMS Administration,76500.0,12-Month,1.0,0.0
Ann Arbor,CLINICAL NURSING DIRECTOR-UNIT,MM UH CVC Nsg Med Admin,161263.54,12-Month,1.0,0.0
Ann Arbor,STOCKKEEPER I,MM Mat'l Mgmt - Warehouse Ops,40331.2,12-Month,0.4,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC CVC5,86569.6,12-Month,0.8,0.0
Ann Arbor,ADMIN ASST INTER HEALTHCARE,MM Clinical Lab Admin,41999.88,12-Month,1.0,0.0
Ann Arbor,PHYSICAL THERAPIST,MM BCSC CMC Therapy,85877.61,12-Month,1.0,0.0
Ann Arbor,CLINICAL PHARMACIST SPECIALIST,MM Research Pharmacy,150031.86,12-Month,1.0,0.0
Ann Arbor,RESEARCH FELLOW,LSA Astronomy,56175.0,12-Month,1.0,0.0
Ann Arbor,MEDICAL ASSISTANT,MM WAA-PP Internal Medicine,39747.38,12-Month,1.0,0.0
Ann Arbor,SOLUTION ARCHITECT INTER,MM HITS BusIT Adm Applications,109602.71,12-Month,1.0,0.0
Ann Arbor,CONSERVATOR ASSOCIATE,Library Collect - Preservation,42342.4,12-Month,1.0,42342.4
Ann Arbor,LABORATORY TECHNICIAN,MM Microbiol Pathology,39791.58,12-Month,1.0,0.0
Ann Arbor,ADMIN ASST SR HEALTHCARE,MM UH CVC 7A-1,58851.04,12-Month,1.0,0.0
Ann Arbor,FOOD SERVICE SENIOR SUPERVISOR,MI Dining - Administration,56425.38,12-Month,1.0,0.0
Ann Arbor,SOCIAL WORKER MSW,MM Soc Wrk - Adm & Guest Suprt,58106.0,12-Month,1.0,0.0
Ann Arbor,PATIENT SERVICES ASSOCIATE,MM CVC Clinic,43184.81,12-Month,1.0,0.0
Ann Arbor,PROJECT INTERMEDIATE MANAGER,CoE-BME-Coulter Program,70000.0,12-Month,1.0,0.0
Ann Arbor,HOSP COMM OPER I,MM Paging Services,47528.0,12-Month,1.0,0.0
Ann Arbor,PA SURGICAL SPECIALTY,MM Gen Surg Clinic - Tech,115937.81,12-Month,1.0,0.0
Ann Arbor,RESEARCH SENIOR SUPERVISOR,MM BRCF Flow Cytometry Core,143799.22,12-Month,1.0,0.0
Ann Arbor,UNIT CUSTODIAN,MM CW Environmental Svs-Days,37752.0,12-Month,0.8,0.0
Ann Arbor,DESKTOP SUPPORT MANAGER,ITS SS MiWorkspace,109279.0,12-Month,1.0,0.0
Ann Arbor,END USER COMPUTING SPEC ASSOC,MM HITS BusIT Cust Experience,52108.31,12-Month,1.0,0.0
Ann Arbor,FINANCIAL SPECIALIST INTER,MM Pharmacy Administration,54847.5,12-Month,1.0,0.0
Ann Arbor,PATIENT CARE TECH ASSOCIATE,MM UH CVC 8A3,33914.92,12-Month,1.0,0.0
Ann Arbor,MEDICAL INVESTIGATOR II,MM Pathology Department,52956.8,12-Month,1.0,0.0
Ann Arbor,PROFESSOR,LSA Physics,161950.0,9-Month,1.0,161950.0
Ann Arbor,PA SURGICAL SPECIALTY,MM Urology Clinic - Tech,151940.69,12-Month,0.75,0.0
Ann Arbor,BIOMED ENG TECH 3 CLIN ENGR,MM Clinical Engineering Svcs,81244.8,12-Month,1.0,0.0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM KEC Comprehensive,43555.53,12-Month,1.0,0.0
Ann Arbor,FINANCIAL SPECIALIST INTER,MM General Pediatrics,62035.88,12-Month,1.0,0.0
Ann Arbor,CALL CENTER REP INTER,MM Med Spec Call Center Staff,41567.38,12-Month,1.0,0.0
Ann Arbor,CALL CENTER SR SUPR INBOUND,Shared Services Center - HR,63828.41,12-Month,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM BCSC OR/PACU,108326.4,12-Month,0.9,0.0
Ann Arbor,LEO LECTURER II,Law School,149308.74,8-Month,1.0,145990.8
Ann Arbor,CALL CENTER REP INTER,MM Med Proc Unit - Tech,36659.68,12-Month,1.0,0.0
Ann Arbor,SURGICAL TECHNOLOGIST SENIOR,MM Oper Rooms - Univ Hospital,50582.19,12-Month,0.9,0.0
Ann Arbor,CUSTOMER HELP DESK TECH INTER,ITS SS Service Center,50471.98,12-Month,1.0,37854.03
Ann Arbor,REGISTERED NURSE - LEVEL E,MM UH CVC 7D,113796.8,12-Month,0.9,0.0
Ann Arbor,SURGICAL TECH SPECIALIST,MM Oper Rooms - Univ Hospital,58901.77,12-Month,0.9,0.0
Ann Arbor,HOUSE OFFICER I,MM H.O. Pediatrics Core,62083.0,12-Month,1.0,0.0
Ann Arbor,COUNSELING PSYCHOLOGIST,Counseling Services,67725.96,12-Month,1.0,67725.96
Ann Arbor,INSTRUMENT/STER PROCESSOR,DENT Patient Services,42536.0,12-Month,1.0,0.0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,MM CW Peds Specialties - Core,45885.39,12-Month,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 7E,80849.6,12-Month,1.0,0.0
Ann Arbor,CUSTODIAN I,MM Environmental Svcs - DAYS,36524.8,12-Month,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 8W,69971.2,12-Month,0.8,0.0
Ann Arbor,MAINTENANCE MECHANIC II,MM Maintenance,52956.8,12-Month,1.0,0.0
Ann Arbor,COMMUNICATIONS SPECIALIST,LSA Dean: Advancement,75285.79,12-Month,1.0,75286.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 10E,86569.6,12-Month,0.75,0.0
Ann Arbor,LICENSED PRACTICAL NURSE,MM Dominos Allergy Clinic,43472.0,12-Month,1.0,0.0
Ann Arbor,CLINICAL INSTRUCTOR,MM Int Med-Hospital Medicine,212427.0,12-Month,1.0,0.0
Ann Arbor,FINANCIAL OR BUS ANALYST SR,MM Path MLabs Division,74263.0,12-Month,1.0,0.0
Ann Arbor,FINANCIAL SPECIALIST INTER,School of Education,58500.69,12-Month,1.0,58500.69
Ann Arbor,ASSOC PROFESSOR,Architecture,100898.0,9-Month,1.0,100898.0
Ann Arbor,UNIT CUSTODIAN,MM CW Environmental Svs-MN,37752.0,12-Month,0.8,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM UH CVC 7W,72696.0,12-Month,0.8,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,MM CW 7E,108326.4,12-Month,0.5,0.0
Ann Arbor,STUDENT ADMIN ASST INTER,CoE Integrative Sys & Design,55120.0,12-Month,1.0,55120.0
Ann Arbor,TEACHER ASSISTANT,UM Children's Centers,33619.0,12-Month,1.0,0.0
Ann Arbor,AUDIO/VISUAL PROD INTER SUPR,LSA Dean: TS Support Services,65000.0,12-Month,1.0,65000.0
Ann Arbor,DESKTOP SUPPORT SPECIALIST SR,MM HITS ETS DeviceOps-MCD,69909.54,12-Month,1.0,0.0
Ann Arbor,SURGICAL TECH SPECIALIST,MM Oper Rooms - Univ Hospital,70310.8,12-Month,1.0,0.0
Ann Arbor,ANNUAL GIVING OFFICER SENIOR,DENT Dev & Alumni Relations,72504.55,12-Month,1.0,72504.55
Ann Arbor,CAREER SERVICES COORDINATOR,ROSS SCH Career Development Of,73332.29,12-Month,1.0,73332.29
