CAMPUS,APPOINTMENT_TITLE,APPOINTING_DEPT,APPT_ANNUAL_FTR,APPT_FTR_BASIS,APPT_FRACTION,AMT_OF_SALARY_PAID_FROM_GENL_FUND
Ann Arbor,FOOD SERVICE MANAGER,UMH Food Procure/Production,65207.82,12,1.0,0.0
Ann Arbor,CASE MANAGER,Sexual Assault Prev and Aware,52544.0,12,1.0,52544.0
Ann Arbor,INSTRUCTIONAL DESIGNER,Student Life Assoc VP-Fin & HR,59281.0,12,1.0,59281.0
Ann Arbor,AMBULANCE COMM SPEC,UMH Survival Flight,58240.0,12,1.0,0.0
Ann Arbor,ASSOC PROFESSOR,Emergency Medicine UM Adult,225000.0,12,0.5,8757.0
Ann Arbor,PUBLIC RELATIONS REP SENIOR,Athletics,115513.08,12,1.0,0.0
Ann Arbor,MARKETING MANAGER,Athletics,111756.65,12,1.0,0.0
Ann Arbor,ACADEMIC ADVISOR/COUNS INTER,LSA UG: Student Acad. Affairs,50950.0,12,1.0,50950.0
Ann Arbor,ASST PROFESSOR,LSA Linguistics,84950.0,9,1.0,84950.0
Ann Arbor,SOCIAL WORK MANAGER,UMH Social Work,101632.0,12,1.0,0.0
Ann Arbor,ASSOC PROFESSOR,LSA Linguistics,116480.0,9,1.0,116480.0
Ann Arbor,CLINICAL INSTRUCTOR,Cardiac Surgery,165000.0,12,1.0,0.0
Ann Arbor,CUSTOMER SERVICE SUPERVISOR,Univ Parking Svcs-Medical Camp,51501.17,12,1.0,0.0
Ann Arbor,PATIENT TRANSPORTER,Logistics Patient Transport,36649.6,12,0.6,0.0
Ann Arbor,PATIENT CARE TECH ASSOCIATE,UMH Cardiovascular Center 4,34281.78,12,0.6,0.0
Ann Arbor,ANIMAL TECHNICIAN SENIOR,Lab Animal Medicine Unit,42500.12,12,1.0,0.0
Ann Arbor,ADMIN ASST SR HEALTHCARE,CW Anesthesia CRNA - Mott,40705.48,12,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,UMH Emergency Department,75816.0,12,0.9,0.0
Ann Arbor,SCIENTIFIC/BIOLGCL ILLUSTRATOR,LSA Paleontology Museum,76136.0,12,1.0,76136.0
Ann Arbor,RESEARCH INVESTIGATOR,Orthopaedic Surgery,105000.0,12,1.0,0.0
Ann Arbor,MEDICAL TECHNOLOGIST,UMH Molecular Diagnostics,70720.26,12,1.0,0.0
Ann Arbor,PHYSCL PLT/FAC MGMT ASSOC DIR,Facilities,126072.0,12,1.0,0.0
Ann Arbor,PHLEBOTOMIST SPECIALIST,UMH Path I/P Phlebotomy,40477.87,12,0.5,0.0
Ann Arbor,BUSINESS SYSTEMS ANALYST INTER,Access & Insights,58993.17,12,1.0,0.0
Ann Arbor,CLINICAL ASST PROF,Int Med-Gastroenterology,225000.0,12,1.0,0.0
Ann Arbor,CLIN CARE COORD-COMPETENT,UMH Gen Surg Clinic - Tech,75316.8,12,1.0,0.0
Ann Arbor,RESEARCH LAB SPECIALIST SENIOR,Pharmacology Department,59583.0,12,1.0,0.0
Ann Arbor,NURSE AIDE II,UMH 6A,39166.4,12,0.8,0.0
Ann Arbor,PATIENT SERVICES ASSOCIATE,DENT OM Surgery/HD,39654.94,12,1.0,0.0
Ann Arbor,CHEF ASST,MI Dining - Administration,46134.4,12,1.0,0.0
Ann Arbor,STATISTICIAN LEAD,Biostatistics Department,100316.0,12,1.0,0.0
Ann Arbor,NURSE ANESTHETIST,CW Anesthesia CRNA - Mott,224147.35,12,1.0,0.0
Ann Arbor,ASST RES SCIENTIST,SRC-Hrs,137927.0,12,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,BCSC MPU,105164.8,12,1.0,0.0
Ann Arbor,RESPIRATORY THERAPIST,UMH Resp/Cardiov Svcs,66813.96,12,1.0,0.0
Ann Arbor,SR ASSOC LIBRARIAN,Library Collect - Tech Service,79756.07,12,1.0,79756.07
Ann Arbor,RESEARCH FELLOW,DENT Bio & Materials Science,48500.0,12,1.0,48500.0
Ann Arbor,BUSINESS ADMINISTRATOR SENIOR,LSA UG: Residential College,96913.0,12,1.0,96913.0
CAMPUS,APPOINTMENT TITLE,APPOINTING DEPT,,,,
,,,,,,
,,,FTR,BASIS,FRACTION,PAID FROM GENL
,,,,,,FUND
Ann Arbor,PATIENT SERVICES INTERMEDIATE,UMH CVM Disease Management,38630.02,12,1.0,0.0
Ann Arbor,EXECUTIVE SECRETARY,LSA Economics,70499.88,12,1.0,70499.88
Ann Arbor,RESEARCH AREA SPECIALIST INTER,Pediatrics-Endocrinology,58710.0,12,1.0,0.0
Ann Arbor,ASSOC PROFESSOR,Coll of Arch & Urban Planning,93085.0,9,1.0,93085.0
Ann Arbor,CLINICAL INFO ANALYST INTER,GSA - Administration (GSA/ADM),59740.0,12,1.0,3584.4
Ann Arbor,EXECUTIVE SECRETARY,School of Nursing,54999.88,12,1.0,55000.0
Ann Arbor,CLINICAL ASST PROF,Radiation Oncology-Providence,274492.92,12,1.0,0.0
Ann Arbor,CLINICAL INSTRUCTOR,Pediatrics Primary Care,147087.88,12,0.65,0.0
Ann Arbor,RESEARCH AREA SPECIALIST ASSOC,Psychiatry Admin-Central,43260.0,12,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,CW 10E - PICU,105164.8,12,0.75,0.0
Ann Arbor,RESEARCH INVESTIGATOR,Microbiology and Immunology,66165.78,12,1.0,661.66
Ann Arbor,APP PROGRAMMER/ANALYST SR,HITS EI Unix Hosting Svcs,100940.0,12,1.0,0.0
Ann Arbor,FOOD SVC WORKER II,UMH Food Procure/Production,36649.6,12,1.0,0.0
Ann Arbor,MULTIFUNCTION SERVICES SR SUPR,UMH Environmental Svcs - Admin,65000.0,12,1.0,0.0
Ann Arbor,SOCIAL WORKER MSW,UMH Social Work Care Mgt,57973.3,12,1.0,0.0
Ann Arbor,SOCIAL WORKER MSW,UMH Social Work,57200.56,12,1.0,0.0
Ann Arbor,LEO LECTURER I,Coll of Arch & Urban Planning,52530.0,8,0.5,25969.92
Ann Arbor,CLINICAL ASST PROF,Pediatrics-Hematology/Oncology,122030.0,12,1.0,3660.9
Ann Arbor,STUDENT AFFAIRS PROGRAM MGR,OSCR,54080.0,12,1.0,54080.0
Ann Arbor,CLINICAL INSTRUCTOR,School of Nursing,57742.2,9,1.0,46193.76
Ann Arbor,RECRUITING COORDINATOR UNIT,LSA UG: Student Recruitment,44870.0,12,1.0,44870.0
Ann Arbor,RESEARCH LABORATORY TECH SR,Orthopaedic Surgery,33904.1,12,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,KEC OR/PACU,105164.8,12,1.0,0.0
Ann Arbor,RESEARCH FELLOW,Biostatistics Department,55000.0,12,1.0,55000.0
Ann Arbor,REGISTERED NURSE - LEVEL C,UMH 5C,107265.6,12,0.6,0.0
Ann Arbor,CUSTODIAN II,Facilities,37856.0,12,1.0,0.0
Ann Arbor,HOUSE OFFICER V,H.O. Anesthesiology Critical C,73265.0,12,1.0,0.0
Ann Arbor,RESEARCH FELLOW,Biomedical Engineering,60000.0,12,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,UMH 8D,68889.6,12,0.6,0.0
Ann Arbor,COOK I,MI Dining - Administration,37856.0,12,1.0,0.0
Ann Arbor,MEDICAL CODER NON-CERTIFIED,UMH Clinical Lab Admin,51710.49,12,1.0,0.0
Ann Arbor,APP SYS ANALYST/PRGM INTER,ITS Enterprise App Svcs,71403.0,12,1.0,71403.0
Ann Arbor,APP PROGRAMMER/ANALYST INTER,SRO Technical Services,86072.89,12,1.0,0.0
Ann Arbor,ASSOC PROFESSOR,LSA Psychology,104469.89,9,1.0,104469.89
Ann Arbor,PROFESSOR,School of Information,175021.34,9,0.5,87511.0
Ann Arbor,PROFESSOR,EECS - CSE Division,174254.0,9,0.5,81899.38
Ann Arbor,STUDENT AFFAIRS ASSOCIATE DIR,Central Administration,81501.0,12,1.0,0.0
Ann Arbor,PATIENT SERVICES ASSOCIATE,UMH - Northville RAD,44098.01,12,1.0,0.0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,UMH Radiology UH,40353.69,12,1.0,0.0
Ann Arbor,ADMIN MANAGER INTER HEALTHCARE,UMH Radiology UH,114108.94,12,1.0,0.0
Ann Arbor,RESEARCH LAB SPECIALIST SENIOR,PHARMACY Pharmaceutical Sci,69614.0,12,0.8,0.0
Ann Arbor,DEVELOPMENT EXECUTIVE,Ldrshp/Intl Gbg & Pres Dev Act,300000.0,12,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,UMH 7B,69222.4,12,0.9,0.0
Ann Arbor,ADMIN MANAGER ASSOC HEALTHCARE,CW Michigan Medical Gntcs Lbs,89951.12,12,1.0,0.0
Ann Arbor,HR ASSISTANT SENIOR,LSA Dean: Human Resources,53045.0,12,1.0,53045.0
Ann Arbor,STUDENT ADMIN ASST INTER,ONSP Department Operations,39999.96,12,1.0,40000.0
Ann Arbor,RESEARCH TECHNICIAN ASSOCIATE,Neurology Department,32085.06,12,1.0,0.0
Ann Arbor,CUSTODIAN I,Building Services,35464.0,12,1.0,35464.0
Ann Arbor,CUSTODIAN I,Building Services,35464.0,12,1.0,35464.0
Ann Arbor,RESEARCH FELLOW,LSA Complex Systems,49440.0,12,1.0,0.0
Ann Arbor,LIBRARY MAT RM DELIVERY DRIVER,Library Operations-Facilities,46134.4,12,1.0,46134.4
Ann Arbor,RESEARCH FELLOW,LSA Earth & Environmental Sci.,53560.0,12,1.0,0.0
Ann Arbor,RESEARCH FELLOW,Industrial & Operations Engin,60000.0,12,1.0,60000.0
Ann Arbor,REGISTERED NURSE - LEVEL C,CW 8W - NICU,84032.0,12,0.8,0.0
Ann Arbor,CUSTODIAN II,Facilities,37856.0,12,1.0,0.0
,,,,,,
CAMPUS,APPOINTMENT TITLE,APPOINTING DEPT,,,,
,,,,,,
,,,FTR,BASIS,FRACTION,PAID FROM GENL
,,,,,,FUND
Ann Arbor,CUSTODIAN II,Facilities,37856.0,12,1.0,0.0
Ann Arbor,FOOD SVC WORKER I,MI Dining - Administration,35464.0,12,1.0,0.0
Ann Arbor,KITCHEN CLEANER,MI Dining - Administration,37856.0,12,1.0,0.0
Ann Arbor,CLINIC LEAD,BCSC Check In/Out,51751.32,12,1.0,0.0
Ann Arbor,SR BILL CLK/PAT ACCT REP HLTH,MM Rev Cycle (PTO),42168.51,12,1.0,0.0
Ann Arbor,UNIT CUSTODIAN,UMH Environmental Svcs-EVE,36649.6,12,1.0,0.0
Ann Arbor,CUSTODIAN II,Building Services,37856.0,12,1.0,0.0
Ann Arbor,FOOD SVC WORKER II,CW Food Procure/Production,36649.6,12,1.0,0.0
Ann Arbor,HOUSE OFFICER VI,H.O. Peds - Pulmonary,76928.0,12,1.0,0.0
Ann Arbor,ASST ARCHIVIST,Bentley Historical Library,63742.58,12,1.0,63742.58
Ann Arbor,CUSTODIAN I,Building Services,35464.0,12,1.0,35464.0
Ann Arbor,REGISTERED NURSE - LEVEL D,UMH Oper Rooms - Univ Hospital,108888.0,12,0.9,0.0
Ann Arbor,CUSTODIAN II,Facilities,37856.0,12,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,UMH CSR Adult,105164.8,12,0.8,0.0
Ann Arbor,EXEC SECRETARY TO TOP EXEC,UMS Administration,76500.0,12,1.0,0.0
Ann Arbor,CLINICAL NURSING DIRECTOR-UNIT,UMH Nursing Medical Admin,155279.08,12,1.0,0.0
Ann Arbor,CLINICAL NURSING DIRECTOR-UNIT,UMH Nursing CVC Admin,144220.8,12,1.0,0.0
Ann Arbor,STOCKKEEPER I,Mat'l Mgmt - Warehouse Ops,39166.4,12,0.4,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,UMH CVC5,81203.2,12,0.8,0.0
Ann Arbor,PHYSICAL THERAPIST,BCSC CMC Therapy,83376.32,12,1.0,0.0
Ann Arbor,MEDICAL ASSISTANT,Taubman Medical Specialties,32147.08,12,1.0,0.0
Ann Arbor,CLINICAL PHARMACIST SPECIALIST,UMH Investigative Drug Service,145364.67,12,1.0,0.0
Ann Arbor,RESEARCH FELLOW,LSA Astronomy,53500.0,12,1.0,53500.0
Ann Arbor,MEDICAL ASSISTANT,WAA-PP Internal Medicine,36114.49,12,1.0,0.0
Ann Arbor,SOLUTION ARCHITECT INTER,HITS SVM ADMIN APPLICATIONS,103673.62,12,1.0,0.0
Ann Arbor,CONSERVATOR ASSOCIATE,Library Collect - Preservation,41081.59,12,1.0,41081.59
Ann Arbor,LABORATORY TECHNICIAN,UMH Microbiol Pathology,37015.32,12,1.0,0.0
Ann Arbor,ADMIN ASST SR HEALTHCARE,UMH Nursing Medical Admin,56316.7,12,1.0,0.0
Ann Arbor,FOOD SERVICE SENIOR SUPERVISOR,MI Dining - Administration,55319.0,12,1.0,0.0
Ann Arbor,PATIENT SERVICES ASSOCIATE,UMH CVC Clinic,40395.98,12,1.0,0.0
Ann Arbor,HOSP COMM OPER I,Paging Services,46134.4,12,1.0,0.0
Ann Arbor,PHYSICIAN ASST GENERAL SURG T2,UMH Gen Surg Clinic - Tech,97989.0,12,1.0,0.0
Ann Arbor,RESEARCH SENIOR SUPERVISOR,BRCF Flow Cytometry Core,140921.6,12,1.0,0.0
Ann Arbor,DESKTOP SUPPORT MANAGER,ITS SS Support Services,103005.0,12,1.0,0.0
Ann Arbor,END USER COMPUTING SPEC ASSOC,HITS BusIT Service Desk,50412.33,12,1.0,0.0
Ann Arbor,FINANCIAL SPECIALIST INTER,UMH Pharmacy Administration,53250.0,12,1.0,0.0
Ann Arbor,MEDICAL INVESTIGATOR II,Pathology Department,51417.6,12,1.0,0.0
Ann Arbor,PROFESSOR,LSA Physics,158775.0,9,1.0,158775.0
Ann Arbor,PHYSICIAN ASST SURG SUBSPEC T2,UMH Urology Clinic - Tech,134260.84,12,0.75,0.0
Ann Arbor,BIOMED ENG TECH 3 CLIN ENGR,UMH Clinical Engineering Svcs,78873.6,12,1.0,0.0
Ann Arbor,HR ASSISTANT ASSOCIATE,Sch for Environ and Sustain,37000.08,12,1.0,37000.0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,KEC Comprehensive,41336.0,12,1.0,0.0
Ann Arbor,FINANCIAL SPECIALIST INTER,General Pediatrics,59649.88,12,1.0,0.0
Ann Arbor,CALL CENTER REP ASSOC,Med Spec Call Center Staff,38323.52,12,1.0,0.0
Ann Arbor,CALL CENTER SR SUPR INBOUND,Shared Services Center - HR,62576.87,12,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,UMH Post Anes Care Unit - UH,105164.8,12,0.9,0.0
Ann Arbor,LEO LECTURER II,Law School,146023.22,8,1.0,144382.48
Ann Arbor,CALL CENTER REP ASSOC,UMH Med Proc Unit - Tech,33134.92,12,1.0,0.0
Ann Arbor,SURGICAL TECHNOLOGIST INTER,UMH Oper Rooms - Univ Hospital,45587.42,12,0.9,0.0
Ann Arbor,CUSTOMER HELP DESK TECH ASSOC,ITS SS Service Center,43451.0,12,1.0,32588.25
Ann Arbor,ORGAN TECHNICIAN,"School of Music,Theatre&Dance",64577.15,12,0.85,54890.57
Ann Arbor,REGISTERED NURSE - LEVEL E,UMH 7D CCU,110635.2,12,0.9,0.0
Ann Arbor,SURGICAL TECHNOLOGIST SENIOR,UMH Oper Rooms - Univ Hospital,50428.69,12,0.9,0.0
Ann Arbor,ADMIN COORD/PROJECT COORD,Ctr for Res on Learn & Teach,41200.0,12,1.0,41200.0
Ann Arbor,PROFESSOR,Psychiatry Department,220000.0,12,0.2,2200.0
,,,,,,
CAMPUS,APPOINTMENT TITLE,APPOINTING DEPT,,,,
,,,,,,
,,,FTR,BASIS,FRACTION,PAID FROM GENL
,,,,,,FUND
Ann Arbor,COUNSELING PSYCHOLOGIST,Counseling Services,66398.0,12,1.0,66398.0
Ann Arbor,INSTRUMENT/STER PROCESSOR,DENT Patient Services,41288.0,12,1.0,0.0
Ann Arbor,PATIENT SERVICES INTERMEDIATE,CW Ped Multi - Specialty FL8,44548.97,12,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,CW 7E,75816.0,12,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL A,UMH 4A,67808.0,12,0.9,0.0
Ann Arbor,CUSTODIAN I,UMH Environmental Svcs - DAYS,35464.0,12,1.0,0.0
Ann Arbor,MAINTENANCE MECHANIC II,Hospital Maintenance,51417.6,12,1.0,0.0
Ann Arbor,COMMUNICATIONS SPECIALIST,LSA Dean: Advancement,73093.0,12,1.0,73093.0
Ann Arbor,REGISTERED NURSE - LEVEL C,CW 10E - PICU,81203.2,12,0.75,0.0
Ann Arbor,LICENSED PRACTICAL NURSE,UMH Dominos Allergy Clinic,41600.0,12,1.0,0.0
Ann Arbor,ASST PROFESSOR,Int Med-Gastroenterology,225000.0,12,0.51,0.0
Ann Arbor,ASST RES SCIENTIST,EECS - CSE Division,100000.0,12,0.6,60000.0
Ann Arbor,LEO INTERMITTENT LECTURER,EECS - CSE Division,66666.66,8,0.4,26684.48
Ann Arbor,CLINICAL INSTRUCTOR,Int Med-Hospital Medicine,206300.0,12,1.0,0.0
Ann Arbor,FINANCIAL OR BUS ANALYST SR,UMH Path MLabs Division,72100.0,12,1.0,0.0
Ann Arbor,FINANCIAL SPECIALIST INTER,School of Education,57353.62,12,1.0,57353.62
Ann Arbor,ASSOC PROFESSOR,Coll of Arch & Urban Planning,97904.0,9,1.0,97904.0
Ann Arbor,REGISTERED NURSE - LEVEL C,UMH 7A-1,69222.4,12,0.9,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,CW 7E,105164.8,12,0.5,0.0
Ann Arbor,STUDENT ADMIN ASST ASSOC,CoE Integrative Sys & Design,47046.0,12,1.0,47046.0
Ann Arbor,TEACHER ASSISTANT,UM Children's Centers,32960.0,12,1.0,0.0
Ann Arbor,MEDIA CONSULTANT,LSA Dean: TS Support Services,56541.94,12,1.0,56541.95
Ann Arbor,DESKTOP SUPPORT SPECIALIST SR,HITS AOM DeviceOps-MCD,67634.23,12,1.0,0.0
Ann Arbor,SURGICAL TECH SPECIALIST,UMH Oper Rooms - Univ Hospital,65980.0,12,0.9,0.0
Ann Arbor,ANNUAL GIVING OFFICER SENIOR,DENT Dev & Alumni Relations,71082.89,12,1.0,71082.89
Ann Arbor,CAREER SERVICES COORDINATOR,ROSS SCH Career Development Of,71196.4,12,1.0,71196.4
Ann Arbor,PROFESSOR,LSA Economics,203000.0,9,1.0,131950.0
Ann Arbor,CUSTODIAN II,UMH Environmental Svcs - DAYS,37856.0,12,1.0,0.0
Ann Arbor,MEDICAL ASSISTANT SENIOR,Taubman Medical Specialties,46059.46,12,1.0,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,CW 10W - PCTU,90043.2,12,0.5,0.0
Ann Arbor,ASSOC PROFESSOR,School of Information,156572.0,9,1.0,146786.25
Ann Arbor,ASSOC PROFESSOR,Epidemiology Department,125325.0,9,1.0,63915.75
Ann Arbor,SURVEY SPECIALIST INTERMEDIATE,SRC-Hrs,51055.29,12,1.0,0.0
Ann Arbor,REVENUE CHRG INTGRTY ANALYST,MM Rev Cycle (PTO),64703.0,12,1.0,0.0
Ann Arbor,RECEPTIONIST,MI Dining - Administration,28600.0,12,0.4,0.0
Ann Arbor,MEDICAL ASSISTANT INTERMEDIATE,UMH TC Administration,39408.21,12,1.0,0.0
Ann Arbor,MEDICAL TECHNOLOGIST,UMH Chemical Pathology,66505.67,12,1.0,0.0
Ann Arbor,PATIENT SERVICES SENIOR,UMH Oper Rooms - Univ Hospital,40001.0,12,1.0,0.0
Ann Arbor,PHYSICIAN ASST GENERAL MED T2,UMH Medical Short Stay Units,102148.96,12,0.75,0.0
Ann Arbor,REGISTERED NURSE - LEVEL C,UMH 6B1,67932.8,12,1.0,0.0
Ann Arbor,MRI TECHNOLOGIST,CW Radiology C & W,78588.77,12,1.0,0.0
Ann Arbor,DESKTOP SUPPORT SPEC ASSOC,HITS ETS DeviceOps-MCD,46499.96,12,1.0,0.0
Ann Arbor,APP PROGRAMMER/ANALYST LD,Comp Med and Bioinformatics,122477.84,12,0.5,0.0
